rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6442,all,random,['MagicGnome'],['MagicGnome#221204'],['p001'],5,86,9,0
2,6167,all,human,['zeLt'],['zeLt#2310'],['p088'],5,150,35,0
3,6005,all,night_elf,['herothe4got'],['herothe4got#2208'],['p088'],5,84,29,0
4,5944,all,orc,['Comply'],['Comply#11551'],[''],4,468,194,0
5,5733,all,undead,['EchoGoodman'],['EchoGoodman#2734'],['p052'],4,18,6,0
6,5699,all,random,['YibeiKafei'],['YibeiKafei#3381'],[''],4,66,26,0
7,5688,all,night_elf,['ToK'],['ToK#11830'],['p102'],4,378,177,0
8,5684,all,random,['panghu'],['panghu#21169'],['p056'],4,15,8,0
9,5683,all,orc,['Streuner'],['Streuner#1397'],['p036'],4,51,24,0
10,5667,all,random,['ShiZzl'],['ShiZzl#21421'],['p022'],4,10,0,0
11,5658,all,random,['DeathRipple'],['DeathRipple#1474'],['p113'],4,165,60,0
12,5644,all,human,['Count'],['Count#1250'],[''],4,106,49,0
13,5623,all,undead,['김재키'],['김재키#3967'],[''],4,262,169,0
14,5617,all,human,['SergeYaha'],['SergeYaha#2444'],['p028'],4,675,358,0
15,5614,all,night_elf,['hrDG'],['hrDG#2188'],['p053'],4,12,4,0
16,5526,all,random,['Lau'],['Lau#2384'],['p051'],4,12,4,0
17,5518,all,random,['eaz'],['eaz#21823'],['p054'],4,630,338,0
18,5473,all,orc,['GrynoX'],['GrynoX#11992'],[''],4,58,28,0
19,5443,all,human,['Hiro'],['Hiro#22106'],['p004'],4,27,18,0
20,5438,all,orc,['SangreAzul'],['SangreAzul#21700'],['p057'],4,595,369,0
21,5431,all,orc,['JamesZhan'],['JamesZhan#31760'],[''],4,60,41,0
22,5421,all,orc,['Gandalf'],['Gandalf#27964'],['p002'],4,48,31,0
23,5418,all,undead,['Pocos'],['Pocos#1919'],['p041'],4,22,10,0
24,5418,all,human,['SpiderLanD'],['SpiderLanD#1665'],['p072'],4,33,17,0
25,5411,all,random,['LaAbigail'],['LaAbigail#2882'],['p085'],4,17,6,0
26,5385,all,random,['cujo'],['cujo#3359'],[''],4,136,95,0
27,5380,all,orc,['Kryshik'],['Kryshik#2295'],['p091'],4,51,31,0
28,5352,all,random,['Deliverance'],['Deliverance#1575'],[''],4,82,52,0
